,Case Number,Type,Country,Gender,Fatality
3424,1964.12.10.b,Unprovoked,PAPUA NEW GUINEA,M,N
3425,1964.12.10.a,Boat,AUSTRALIA,Unknown,N
3426,1964.12.09,Unprovoked,PAPUA NEW GUINEA,M,N
3427,1964.12.06,Unprovoked,KENYA,M,Y
3428,1964.11.29,Unprovoked,AUSTRALIA,M,N
3429,1964.11.18,Unprovoked,AUSTRALIA,M,Y
3430,1964.11.13,Provoked,AUSTRALIA,M,N
3431,1964.11.05,Boat,USA,Unknown,N
3432,1964.10.31,Provoked,SOUTH AFRICA,M,N
3433,1964.10.25,Invalid,USA,Unknown,N
3434,1964.10.04,Unprovoked,AUSTRALIA,M,N
3435,1964.09.27,Invalid,NAN,M,Unknown
3436,1964.09.20,Unprovoked,TAIWAN,M,Y
3437,1964.09.07,Unprovoked,TAIWAN,M,N
3438,1964.08.26,Unprovoked,USA,M,N
3439,1964.08.23,Unprovoked,MEXICO,M,N
3440,1964.08.22,Invalid,USA,M,N
3441,1964.08.21,Unprovoked,USA,M,N
3442,1964.08.08,Unprovoked,USA,M,N
3443,1964.08.03,Unprovoked,JAPAN,M,N
3444,1964.08.00,Unprovoked,PANAMA,M,N
3445,1964.07.27,Provoked,USA,M,N
3446,1964.07.16,Unprovoked,SOUTH AFRICA,M,N
3447,1964.07.15,Invalid,USA,Unknown,N
3448,1964.07.08.b,Invalid,SOUTH AFRICA,M,Y
3449,1964.07.08.a,Provoked,USA,M,N
3450,1964.07.00.b,Unprovoked,PAPUA NEW GUINEA,M,Y
3451,1964.07.00.a,Boat,PAPUA NEW GUINEA,Unknown,N
3452,1964.06.29.a,Sea Disaster,BERMUDA,Unknown,Y
3453,1964.06.28,Invalid,USA,F,Y
3454,1964.06.24,Boat,USA,Unknown,N
3455,1964.06.17,Boat,PAPUA NEW GUINEA,M,N
3456,1964.06.23,Unprovoked,FIJI,M,N
3457,1964.06.02,Invalid,SOUTH AFRICA,M,Y
3458,1964.05.30,Unprovoked,PANAMA,M,N
3459,1964.05.08,Unprovoked,FIJI,M,Y
3460,1964.05.00,Unprovoked,PANAMA,M,Y
3461,1964.04.07,Unprovoked,PAPUA NEW GUINEA,M,Y
3462,1964.03.28.b,Unprovoked,AUSTRALIA,M,N
3463,1964.03.28.a,Sea Disaster,PAPUA NEW GUINEA,M,Y
3464,1964.03.05,Unprovoked,USA,M,N
3465,1964.03.00,Unprovoked,SENEGAL,M,N
3466,1964.02.17.R,Provoked,FIJI,Unknown,N
3467,1964.02.14.b,Unprovoked,NEW CALEDONIA,M,Y
3468,1964.02.14.a,Unprovoked,FIJI,M,Y
3469,1964.02.11,Unprovoked,NEW ZEALAND,M,N
3470,1964.02.10,Unprovoked,NEW ZEALAND,M,N
3471,1964.02.08,Unprovoked,SOUTH AFRICA,M,N
3472,1964.02.05.b,Unprovoked,NEW ZEALAND,M,N
3473,1964.02.05.a,Unprovoked,NEW ZEALAND,M,Y
3474,1964.02.02,Invalid,AUSTRALIA,M,Y
3475,1964.02.01,Boat,NEW ZEALAND,Unknown,N
3476,1964.02.00.b,Unprovoked,USA,M,N
3477,1964.02.00.a,Unprovoked,COSTA RICA,M,Y
3478,1964.01.27,Unprovoked,FIJI,Unknown,Y
3479,1964.01.23,Unprovoked,SOUTH AFRICA,M,N
3480,1964.01.22,Unprovoked,SOUTH AFRICA,M,N
3481,1964.01.21,Boat,SOUTH AFRICA,Unknown,N
3482,1964.01.18,Unprovoked,AUSTRALIA,M,N
3483,1964.01.11,Unprovoked,USA,M,N
3484,1964.01.06.R,Unprovoked,PAPUA NEW GUINEA,M,Y
3485,1964.01.04,Unprovoked,FIJI,F,N
3486,1964.01.01.b,Unprovoked,AUSTRALIA,Unknown,Unknown
3487,1964.01.01.a,Unprovoked,SOUTH AFRICA,M,N
3488,1964.01.00,Invalid,NEW ZEALAND,M,N
3489,1963.12.29,Unprovoked,SOUTH AFRICA,F,N
3490,1963.12.26.b,Unprovoked,SOUTH AFRICA,M,N
3491,1963.12.26.a,Unprovoked,AUSTRALIA,M,N
3492,1963.12.25,Unprovoked,SOUTH AFRICA,M,Y
3493,1963.12.22.b,Invalid,ATLANTIC OCEAN,F,N
3494,1963.12.22.a,Provoked,SOUTH AFRICA,M,N
3495,1963.12.21,Provoked,AUSTRALIA,M,N
3496,1963.12.20.b,Unprovoked,SOUTH AFRICA,M,N
3497,1963.12.20.a,Unprovoked,SOUTH AFRICA,M,Y
3498,1963.12.08,Unprovoked,AUSTRALIA,M,N
3499,1963.12.04.R,Unprovoked,NEW BRITAIN,M,Y
3500,1963.11.30.b,Unprovoked,NEW ZEALAND,M,N
3501,1963.11.30.a,Provoked,PAPUA NEW GUINEA,F,N
3502,1963.11.28,Unprovoked,FIJI,F,N
3503,1963.11.25,Unprovoked,FIJI,M,N
3504,1963.11.16.R,Unprovoked,ITALY,M,N
3505,1963.11.14,Provoked,AUSTRALIA,M,N
3506,1963.11.12,Provoked,USA,M,N
3507,1963.11.05.R,Unprovoked,PAPUA NEW GUINEA,M,N
3508,1963.11.04,Unprovoked,PALAU,M,N
3509,1963.10.16,Unprovoked,USA,M,N
3510,1963.10.15,Provoked,NORTH PACIFIC OCEAN,M,N
3511,1963.09.29,Unprovoked,CHILE,M,Y
3512,1963.09.26,Invalid,USA,Unknown,Y
3513,1963.09.22,Unprovoked,SOLOMON ISLANDS,M,Y
3514,1963.09.13,Provoked,AUSTRALIA,M,N
3515,1963.09.10,Provoked,USA,M,N
3516,1963.08.00,Unprovoked,DOMINICAN REPUBLIC,M,Y
3517,1963.07.28,Unprovoked,FEDERATED STATES OF MICRONESIA,M,N
3518,1963.07.15,Unprovoked,USA,M,N
3519,1963.07.11,Provoked,USA,M,N
3520,1963.07.10.R,Sea Disaster,JAMAICA,Unknown,Y
3521,1963.07.00,Unprovoked,PANAMA,M,Y
3522,1963.06.01.b,Unprovoked,GREECE,F,Y
3523,1963.06.01.a,Provoked,PAPUA NEW GUINEA,M,N
3524,1963.05.18,Invalid,USA,M,N
3525,1963.05.14,Sea Disaster,PHILIPPINES,Unknown,Y
3526,1963.04.22,Provoked,AUSTRALIA,M,N
3527,1963.04.20,Unprovoked,USA,M,Y
3528,1963.04.17,Unprovoked,SOUTH AFRICA,M,N
3529,1963.04.13,Unprovoked,AUSTRALIA,M,N
3530,1963.04.12,Unprovoked,USA,M,N
3531,1963.04.08,Invalid,USA,M,Y
3532,1963.03.30,Sea Disaster,SOLOMON ISLANDS,M,Y
3533,1963.02.27,Unprovoked,PAPUA NEW GUINEA,M,N
3534,1963.02.24,Unprovoked,AUSTRALIA,M,N
3535,1963.02.08,Unprovoked,FIJI,M,N
3536,1963.02.06,Unprovoked,MAURITIUS,M,N
3537,1963.02.04,Invalid,USA,M,Y
3538,1963.01.30,Unprovoked,FIJI,M,N
3539,1963.01.28,Unprovoked,AUSTRALIA,F,Y
3540,1963.01.26,Invalid,AUSTRALIA,M,Y
3541,1963.01.22,Boat,SOUTH AFRICA,Unknown,N
3542,1963.01.14,Provoked,NEW ZEALAND,Unknown,N
3543,1963.01.12,Provoked,SOUTH AFRICA,M,N
3544,1963.01.11,Unprovoked,SOUTH AFRICA,M,N
3545,1963.01.06,Unprovoked,SOUTH AFRICA,M,N
3546,1963.01.04,Provoked,AUSTRALIA,Unknown,N
3547,1963.01.00,Boat,MOZAMBIQUE,Unknown,N
3548,1963.00.00.b,Unprovoked,FIJI,Unknown,Unknown
3549,1963.00.00.a,Unprovoked,SEYCHELLES,M,Y
3550,1962.12.30,Provoked,SOUTH AFRICA,M,N
3551,1962.12.09,Unprovoked,AUSTRALIA,M,Y
3552,1962.12.00,Boat,SOUTH AFRICA,Unknown,N
3553,1962.11.29,Unprovoked,AUSTRALIA,M,N
3554,1962.11.25,Invalid,AUSTRALIA,M,Y
3555,1962.11.11,Unprovoked,USA,M,N
3556,1962.11.10,Boat,AUSTRALIA,Unknown,N
3557,1962.11.00,Sea Disaster,MID ATLANTIC OCEAN,M,N
3558,1962.10.28,Unprovoked,SOUTH AFRICA,M,N
3559,1962.10.25,Unprovoked,MEXICO,M,Y
3560,1962.10.15,Unprovoked,ADMIRALTY ISLANDS,M,N
3561,1962.10.14,Boat,AUSTRALIA,M,N
3562,1962.10.06,Invalid,USA,F,N
3563,1962.10.00,Unprovoked,PANAMA,M,Y
3564,1962.09.30,Unprovoked,BRITISH WEST INDIES,M,N
3565,1962.09.22,Unprovoked,MEXICO,M,N
3566,1962.09.13,Unprovoked,SOUTH ATLANTIC OCEAN,M,Y
3567,1962.09.02,Unprovoked,ITALY,M,Y
3568,1962.08.31.R,Provoked,ISRAEL,M,Unknown
3569,1962.08.30.b,Boat,TURKEY,M,N
3570,1962.08.30.a,Provoked,PAPUA NEW GUINEA,M,N
3571,1962.08.29,Provoked,USA,M,N
3572,1962.08.26,Boat,USA,Unknown,N
3573,1962.08.23,Boat,SOUTH AFRICA,Unknown,N
3574,1962.08.19,Unprovoked,USA,M,Y
3575,1962.08.12,Unprovoked,USA,M,N
3576,1962.08.01,Unprovoked,PAPUA NEW GUINEA,M,Y
3577,1962.08.00.b,Unprovoked,ITALY,M,N
3578,1962.08.00.a,Unprovoked,SENEGAL,M,N
3579,1962.07.28,Unprovoked,USA,M,N
3580,1962.07.20,Provoked,MADAGASCAR,M,N
3581,1962.07.19,Provoked,USA,M,N
3582,1962.07.10,Unprovoked,USA,M,N
3583,1962.07.07,Unprovoked,USA,M,N
3584,1962.07.03.R,Invalid,GREECE,Unknown,N
3585,1962.06.25,Invalid,USA,M,Y
3586,1962.06.21,Boat,SOUTH AFRICA,Unknown,N
3587,1962.06.17,Unprovoked,USA,M,N
3588,1962.06.11.b,Unprovoked,USA,M,N
3589,1962.06.11.b,Unprovoked,USA,M,Y
3590,1962.06.11.a,Unprovoked,USA,M,Y
3591,1962.06.10.b,Unprovoked,PAPUA NEW GUINEA,M,Y
3592,1962.06.10.a,Unprovoked,USA,M,N
3593,1962.06.07,Boat,AUSTRALIA,Unknown,N
3594,1962.06.04,Provoked,USA,M,N
3595,1962.06.03,Unprovoked,USA,M,N
3596,1962.05.29,Unprovoked,USA,M,N
3597,1962.05.12,Sea Disaster,USA,Unknown,Y
3598,1962.05.00.R,Boat,FIJI,Unknown,N
3599,1962.04.20,Provoked,AUSTRALIA,Unknown,N
3600,1962.04.09,Unprovoked,MOZAMBIQUE,M,N
3601,1962.04.07,Unprovoked,SOUTH AFRICA,M,N
3602,1962.04.05,Provoked,SOUTH AFRICA,Unknown,N
3603,1962.03.25.b,Provoked,NEW ZEALAND,M,N
3604,1962.03.25.a,Boat,AUSTRALIA,Unknown,N
3605,1962.03.24,Unprovoked,PAPUA NEW GUINEA,M,Y
3606,1962.02.23,Unprovoked,PAPUA NEW GUINEA,M,N
3607,1962.02.18,Provoked,NEW ZEALAND,M,N
3608,1962.02.15,Unprovoked,AUSTRALIA,M,N
3609,1962.02.07,Unprovoked,SOUTH AFRICA,M,Y
3610,1962.02.05,Unprovoked,SOUTH AFRICA,M,Y
3611,1962.02.04,Unprovoked,AUSTRALIA,M,N
3612,1962.02.02,Boat,NEW ZEALAND,Unknown,Unknown
3613,1962.02.00,Unprovoked,SOLOMON ISLANDS,M,Y
3614,1962.01.27,Unprovoked,NEW ZEALAND,M,N
3615,1962.01.26,Unprovoked,MOZAMBIQUE,M,Unknown
3616,1962.01.21,Provoked,AUSTRALIA,M,N
3617,1962.01.18,Invalid,SOUTH AFRICA,M,Y
3618,1962.01.16,Provoked,NEW ZEALAND,Unknown,N
3619,1962.01.15,Unprovoked,NEW ZEALAND,M,N
3620,1962.01.14.c,Unprovoked,USA,M,N
3621,1962.01.14.b,Provoked,AUSTRALIA,Unknown,N
3622,1962.01.14.a,Unprovoked,AUSTRALIA,M,N
3623,1962.01.11.c,Boat,AUSTRALIA,Unknown,N
3624,1962.01.11.b,Unprovoked,PAPUA NEW GUINEA,M,N
3625,1962.01.11.a,Unprovoked,NEW ZEALAND,F,N
3626,1962.01.10,Boat,AUSTRALIA,Unknown,N
3627,1962.01.08,Invalid,AUSTRALIA,M,Y
3628,1962.01.07.b,Provoked,AUSTRALIA,Unknown,N
3629,1962.01.07.a,Unprovoked,AUSTRALIA,Unknown,N
3630,1962.01.06,Boat,SOUTH AFRICA,Unknown,N
3631,1962.01.02,Provoked,AUSTRALIA,Unknown,N
3632,1962.01.01,Unprovoked,MARSHALL ISLANDS,M,N
3633,1962.00.00.c,Unprovoked,SPAIN,F,N
3634,1962.00.00.b,Unprovoked,INDONESIA,Unknown,Y
3635,1962.00.00.a,Unprovoked,AUSTRALIA,M,N
3636,1961.12.28.c,Unprovoked,AUSTRALIA,F,Y
3637,1961.12.28.b,Unprovoked,AUSTRALIA,M,N
3638,1961.12.28.a,Unprovoked,SOUTH AFRICA,M,N
3639,1961.12.27,Provoked,AUSTRALIA,M,N
3640,1961.12.19,Boat,AUSTRALIA,Unknown,N
3641,1961.12.18.b,Unprovoked,MOZAMBIQUE,M,N
3642,1961.12.18.a,Unprovoked,AUSTRALIA,M,Y
3643,1961.12.13,Unprovoked,AUSTRALIA,M,N
3644,1961.11.14,Invalid,MEXICO,Unknown,Y
3645,1961.10.27,Unprovoked,PHILIPPINES,M,N
3646,1961.10.09,Invalid,USA,M,Y
3647,1961.10.00.b,Boat,VANUATU,M,N
3648,1961.10.00.a,Unprovoked,USA,M,Y
3649,1961.09.26,Provoked,USA,M,N
3650,1961.09.24.b,Unprovoked,CROATIA,M,Y
3651,1961.09.24.a,Provoked,TANZANIA,M,N
3652,1961.09.23,Unprovoked,MID ATLANTIC OCEAN,M,N
3653,1961.09.07,Unprovoked,PERSIAN GULF,M,N
3654,1961.09.02.R,Provoked,ITALY,M,N
3655,1961.09.06,Invalid,AUSTRALIA,Unknown,Y
3656,1961.08.20,Unprovoked,USA,M,N
3657,1961.08.16,Unprovoked,USA,M,N
3658,1961.08.04,Unprovoked,BERMUDA,M,N
3659,1961.08.02,Unprovoked,USA,M,N
3660,1961.08.01,Provoked,PAPUA NEW GUINEA,M,N
3661,1961.07.29,Provoked,USA,M,N
3662,1961.07.16,Unprovoked,TURKEY,M,N
3663,1961.07.07.b,Provoked,AUSTRALIA,Unknown,N
3664,1961.07.00.b,Unprovoked,ITALY,M,N
3665,1961.07.00.a,Provoked,PANAMA,M,Y
3666,1961.06.24,Unprovoked,USA,M,Y
3667,1961.06.18,Unprovoked,USA,M,N
3668,1961.06.06.R,Boat,USA,M,N
3669,1961.06.02,Unprovoked,NEW BRITAIN,M,N
3670,1961.06.01,Provoked,PAPUA NEW GUINEA,M,N
3671,1961.05.21,Unprovoked,USA,M,N
3672,1961.05.17,Unprovoked,NEW BRITAIN,M,N
3673,1961.05.15,Unprovoked,USA,M,N
3674,1961.05.07,Provoked,AUSTRALIA,M,N
3675,1961.04.30,Invalid,USA,M,N
3676,1961.04.25,Provoked,AUSTRALIA,M,N
3677,1961.04.21,Unprovoked,MOZAMBIQUE,M,N
3678,1961.04.17,Provoked,SOUTH AFRICA,M,N
3679,1961.04.16.b,Unprovoked,USA,M,N
3680,1961.04.16.a,Provoked,AUSTRALIA,M,N
3681,1961.04.14,Unprovoked,AUSTRALIA,M,N
3682,1961.04.09,Unprovoked,MOZAMBIQUE,M,Y
3683,1961.04.08,Sea Disaster,PERSIAN GULF,Unknown,Y
3684,1961.04.03,Unprovoked,AUSTRALIA,M,N
3685,1961.04.00,Provoked,AUSTRALIA,M,N
3686,1961.03.30,Unprovoked,AUSTRALIA,M,N
3687,1961.03.18,Unprovoked,AUSTRALIA,M,N
3688,1961.03.14,Provoked,AUSTRALIA,F,N
3689,1961.03.12,Unprovoked,AUSTRALIA,M,N
3690,1961.03.09,Unprovoked,NORTH PACIFIC OCEAN,M,N
3691,1961.03.07,Provoked,SOUTH AFRICA,M,N
3692,1961.03.00,Unprovoked,FIJI,M,N
3693,1961.02.17.b,Provoked,USA,M,N
3694,1961.02.17.a,Unprovoked,AUSTRALIA,F,N
3695,1961.02.16,Unprovoked,JAMAICA,M,Y
3696,1961.02.12,Unprovoked,SOUTH AFRICA,M,N
3697,1961.02.01.b,Unprovoked,SOUTH AFRICA,M,Y
3698,1961.02.01.a,Unprovoked,AUSTRALIA,M,N
3699,1961.02.00,Invalid,USA,M,N
3700,1961.01.25,Boat,SOUTH AFRICA,Unknown,N
3701,1961.01.22,Unprovoked,SOUTH AFRICA,M,N
3702,1961.01.15,Provoked,AUSTRALIA,M,N
3703,1961.01.06.c,Unprovoked,SOUTH AFRICA,M,N
3704,1961.01.06.b,Sea Disaster,ATLANTIC OCEAN,Unknown,Y
3705,1961.01.06.a,Provoked,AUSTRALIA,M,N
3706,1961.01.05,Unprovoked,MOZAMBIQUE,M,N
3707,1961.01.03.b,Unprovoked,SOUTH AFRICA,M,N
3708,1961.01.03.a,Invalid,SOUTH AFRICA,Unknown,Y
3709,1961.01.02.R,Boat,AUSTRALIA,Unknown,N
3710,1961.00.00.e,Boat,AUSTRALIA,Unknown,N
3711,1961.01.01,Unprovoked,COLUMBIA,M,N
3712,1961.00.00.d,Unprovoked,NEW CALEDONIA,Unknown,N
3713,1961.00.00.b,Unprovoked,SENEGAL,M,Y
3714,1961.00.00.a,Sea Disaster,USA,Unknown,Y
3715,1960.12.27.b,Unprovoked,USA,M,Y
3716,1960.12.27.a.,Unprovoked,AUSTRALIA,F,N
3717,1960.12.24,Unprovoked,SOUTH AFRICA,M,Y
3718,1960.12.20,Unprovoked,AUSTRALIA,M,N
3719,1960.12.01,Unprovoked,AUSTRALIA,M,N
3720,1960.11.27,Unprovoked,AUSTRALIA,M,N
3721,1960.11.22,Invalid,USA,F,Y
3722,1960.11.11,Provoked,AUSTRALIA,M,N
3723,1960.11.06,Unprovoked,AUSTRALIA,M,N
3724,1960.11.00.d,Boat,SOUTH AFRICA,Unknown,N
3725,1960.11.00.c,Provoked,NEW GUINEA,M,N
3726,1960.11.00.b,Unprovoked,PAPUA NEW GUINEA,M,Y
3727,1960.10.25,Sea Disaster,USA,M,N
3728,1960.10.24,Boat,SOUTH AFRICA,Unknown,N
3729,1960.10.02,Invalid,AUSTRALIA,M,N
3730,1960.10.00.e,Unprovoked,PAPUA NEW GUINEA,M,N
3731,1960.10.00.d,Sea Disaster,Unknown,M,Y
3732,1960.10.00.c,Invalid,USA,M,Y
3733,1960.10.00.b,Boat,SOUTH AFRICA,Unknown,N
3734,1960.10.00.a,Invalid,JOHNSTON ISLAND,M,N
3735,1960.09.24,Provoked,USA,M,N
3736,1960.09.22,Sea Disaster,PACIFIC OCEAN,M,N
3737,1960.09.18,Boat,AUSTRALIA,Unknown,N
3738,1960.09.02,Invalid,MARSHALL ISLANDS,M,N
3739,1960.09.01,Invalid,MARSHALL ISLANDS,M,N
3740,1960.08.30,Unprovoked,USA,M,N
3741,1960.08.29,Sea Disaster,SENEGAL,Unknown,Y
3742,1960.08.25,Invalid,USA,M,Y
3743,1960.08.24,Unprovoked,USA,M,N
3744,1960.08.22.R.,Unprovoked,PAPUA NEW GUINEA,M,N
3745,1960.08.22,Unprovoked,USA,M,N
3746,1960.08.21,Unprovoked,USA,M,N
3747,1960.08.14,Invalid,MOZAMBIQUE,Unknown,N
3748,1960.08.10,Provoked,USA,M,N
3749,1960.08.04.b,Provoked,ENGLAND,M,N
3750,1960.08.04.a,Unprovoked,USA,M,N
3751,1960.08.00,Unprovoked,USA,M,Y
3752,1960.07.27,Unprovoked,PAPUA NEW GUINEA,M,N
3753,1960.07.05,Unprovoked,USA,M,N
3754,1960.07.03,Provoked,USA,M,N
3755,1960.07.02.a,Unprovoked,PAPUA NEW GUINEA,M,N
3756,1960.06.29,Provoked,USA,M,N
3757,1960.06.27.b,Provoked,NEW ZEALAND,Unknown,N
3758,1960.06.27.a,Provoked,NORTH SEA,M,N
3759,1960.06.24,Unprovoked,USA,M,N
3760,1960.06.07,Invalid,USA,M,N
3761,1960.06.05,Unprovoked,PHILIPPINES,M,Y
3762,1960.06.04,Unprovoked,USA,M,N
3763,1960.05.29,Unprovoked,PANAMA,M,N
3764,1960.05.24,Unprovoked,BERMUDA,M,N
3765,1960.05.19,Unprovoked,USA,F,N
3766,1960.05.16,Provoked,USA,Unknown,N
3767,1960.05.01,Unprovoked,PAPUA NEW GUINEA,Unknown,Y
3768,1960.04.30,Unprovoked,SOUTH AFRICA,M,N
3769,1960.04.24,Unprovoked,USA,M,N
3770,1960.04.22,Provoked,AUSTRALIA,M,N
3771,1960.04.20.R,Provoked,SOUTH AFRICA,M,N
3772,1960.04.14,Invalid,BERMUDA,M,N
3773,1960.04.12,Unprovoked,AUSTRALIA,M,N
3774,1960.04.10,Provoked,AUSTRALIA,M,N
3775,1960.04.03.b,Unprovoked,AUSTRALIA,M,N
3776,1960.04.03.a,Unprovoked,AUSTRALIA,M,N
3777,1960.04.01,Provoked,AUSTRALIA,Unknown,N
3778,1960.04.00.c,Unprovoked,FIJI,F,Y
3779,1960.04.00.b,Provoked,PHILIPPINES,M,Y
3780,1960.04.00.a,Boat,SOUTH AFRICA,Unknown,N
3781,1960.03.31,Unprovoked,USA,M,N
3782,1960.03.28,Unprovoked,GUAM,M,N
3783,1960.02.29,Unprovoked,AUSTRALIA,M,N
3784,1960.02.27.b,Unprovoked,NEW ZEALAND,M,N
3785,1960.02.27.a,Invalid,USA,M,N
3786,1960.02.24,Provoked,SENEGAL,M,N
3787,1960.02.19,Unprovoked,PAPUA NEW GUINEA,M,Y
3788,1960.02.10.,Provoked,AUSTRALIA,Unknown,N
3789,1960.02.07,Provoked,AUSTRALIA,M,N
3790,1960.02.03,Invalid,USA,Unknown,Y
3791,1960.01.30,Unprovoked,PAPUA NEW GUINEA,M,N
3792,1960.01.26,Sea Disaster,NAN,Unknown,N
3793,1960.01.21,Boat,AUSTRALIA,Unknown,N
3794,1960.01.16,Unprovoked,AUSTRALIA,M,Y
3795,1960.01.13,Provoked,AUSTRALIA,M,N
3796,1960.01.07,Boat,AUSTRALIA,Unknown,N
3797,1960.01.01,Provoked,SOUTH AFRICA,F,N
3798,1960.00.00.j,Unprovoked,NICARAGUA ,M,N
3799,1960.00.00.i,Unprovoked,GRENADA,M,N
3800,1960.00.00.h,Invalid,CARIBBEAN SEA,M,N
3801,1960.00.00.g,Unprovoked,SRI LANKA,M,N
3802,1960.00.00.f,Unprovoked,SRI LANKA,M,N
3803,1960.00.00.e,Unprovoked,FIJI,M,N
3804,1960.00.00.d,Unprovoked,PAPUA NEW GUINEA,M,Y
3805,1960.00.00.c,Unprovoked,PAPUA NEW GUINEA,M,N
3806,1960.00.00.b,Unprovoked,MOZAMBIQUE,F,Y
3807,1960.00.00.a,Unprovoked,SOUTH AFRICA,F,N
3808,1959.12.29,Boat,AUSTRALIA,Unknown,N
3809,1959.12.28,Boat,AUSTRALIA,Unknown,N
3810,1959.12.26,Unprovoked,PAPUA NEW GUINEA,Unknown,Y
3811,1959.12.19.b,Unprovoked,AUSTRALIA,M,Y
3812,1959.12.19.a,Sea Disaster,PHILIPPINES,M,Y
3813,1959.12.11,Provoked,AUSTRALIA,M,N
3814,1959.12.07,Invalid,AUSTRALIA,M,N
3815,1959.12.03,Boat,NEW ZEALAND,M,N
3816,1959.12.00,Sea Disaster,MALDIVE ISLANDS,F,Y
3817,1959.11.29,Unprovoked,AUSTRALIA,M,N
3818,1959.11.28,Unprovoked,AUSTRALIA,M,N
3819,1959.11.22,Unprovoked,AUSTRALIA,M,N
3820,1959.11.16,Invalid,USA,Unknown,Y
3821,1959.11.15,Boat,SOUTH AFRICA,Unknown,N
3822,1959.11.12.R,Provoked,AUSTRALIA,Unknown,N
3823,1959.11.10,Unprovoked,USA,M,N
3824,1959.11.09,Provoked,AUSTRALIA,M,N
3825,1959.11.01,Provoked,PAPUA NEW GUINEA,M,N
3826,1959.10.07,Unprovoked,MOZAMBIQUE,M,Y
3827,1959.10.05,Unprovoked,PAPUA NEW GUINEA,Unknown,N
3828,1959.10.04,Unprovoked,USA,M,N
3829,1959.10.02,Unprovoked,FIJI,M,Y
3830,1959.10.00,Unprovoked,FIJI,M,N
3831,1959.09.30,Unprovoked,PHILIPPINES,M,N
3832,1959.09.27,Invalid,BERMUDA,F,Y
3833,1959.09.26.b,Sea Disaster,USA,M,N
3834,1959.09.26.a,Boat,USA,Unknown,Unknown
3835,1959.09.11,Boat,USA,Unknown,N
3836,1959.09.10.R,Unprovoked,INDIA,Unknown,Y
3837,1959.09.02,Invalid,USA,M,N
3838,1959.09.00,Unprovoked,MEXICO,F,Y
3839,1959.08.31.R,Boat,AZORES,Unknown,N
3840,1959.08.30,Invalid,AUSTRALIA,M,N
3841,1959.08.25,Invalid,JAPAN,M,N
3842,1959.08.20,Invalid,PHILIPPINES,M,Y
3843,1959.08.15.b,Invalid,USA,M,N
3844,1959.08.15.a,Unprovoked,USA,M,Y
3845,1959.08.14.b,Provoked,USA,M,N
3846,1959.08.14.a,Sea Disaster,PHILIPPINES,Unknown,Y
3847,1959.08.13,Provoked,USA,M,N
3848,1959.08.12,Provoked,CROATIA,M,N
3849,1959.08.11,Unprovoked,JAPAN,M,Y
3850,1959.08.10,Unprovoked,USA,F,N
3851,1959.08.05,Invalid,USA,M,N
3852,1959.08.02,Invalid,ITALY,M,Y
3853,1959.07.30,Provoked,USA,Unknown,N
3854,1959.07.28,Unprovoked,USA,M,N
3855,1959.07.25.b,Unprovoked,JAPAN,M,Y
3856,1959.07.25.a,Boat,USA,Unknown,N
3857,1959.07.23.b,Boat,USA,Unknown,N
3858,1959.07.23.a,Provoked,USA,M,N
3859,1959.07.03.a & b,Sea Disaster,CARIBBEAN SEA,Unknown,Y
3860,1959.07.02,Provoked,USA,M,N
3861,1959.07.00.b,Boat,NORTH ATLANTIC OCEAN,Unknown,N
3862,1959.07.00.a,Unprovoked,MEXICO,M,Y
3863,1959.06.26.R,Unprovoked,TURKEY,M,N
3864,1959.06.14.b,Unprovoked,MEXICO,M,Y
3865,1959.06.14.a,Unprovoked,USA,M,Y
3866,1959.06.13,Invalid,USA,Unknown,Y
3867,1959.05.30,Provoked,SOUTH AFRICA,M,N
3868,1959.05.16,Unprovoked,USA,F,N
3869,1959.05.07,Unprovoked,USA,M,Y
3870,1959.05.03,Unprovoked,USA,M,N
3871,1959.05.00,Unprovoked,MID ATLANTIC OCEAN,M,N
3872,1959.04.27,Invalid,AUSTRALIA,M,N
3873,1959.04.11,Unprovoked,AUSTRALIA,M,N
3874,1959.04.09.b,Unprovoked,USA,M,N
3875,1959.04.09..a,Unprovoked,SOUTH AFRICA,M,N
3876,1959.04.05,Unprovoked,AUSTRALIA,M,N
3877,1959.03.29,Unprovoked,USA,M,N
3878,1959.03.08,Unprovoked,PHILIPPINES,M,Y
3879,1959.03.00,Boat,USA,M,N
3880,1959.02.28,Boat,AUSTRALIA,M,N
3881,1959.02.27,Unprovoked,VENEZUELA,M,N
3882,1959.02.06,Provoked,PAPUA NEW GUINEA,M,N
3883,1959.02.02,Unprovoked,SOLOMON ISLANDS,M,Y
3884,1959.02.01,Unprovoked,SOUTH AFRICA,M,N
3885,1959.01.31,Unprovoked,AUSTRALIA,M,N
3886,1959.01.27,Unprovoked,ECUADOR,M,N
3887,1959.01.25,Unprovoked,AUSTRALIA,M,N
3888,1959.01.17.b,Unprovoked,AUSTRALIA,M,Y
3889,1959.01.17.a,Unprovoked,AUSTRALIA,M,N
3890,1959.01.15,Unprovoked,SOUTH AFRICA,M,N
3891,1959.01.12,Unprovoked,NEW GUINEA,M,N
3892,1959.01.02,Unprovoked,MOZAMBIQUE,M,Y
3893,1959.01.00,Unprovoked,AUSTRALIA,M,N
3894,1959.00.00.g,Unprovoked,SOUTH KOREA,M,Y
3895,1959.00.00.f,Unprovoked,INDIA,Unknown,Y
